has_handle,counts,counts_tobit,fem_dum,dem_dum,rep_dum,state_num,sentiment_total,party,womens_issues,education,health_care,ideology_total,BlackorLatino_legislator,years_since_elected
1,2540,2540,0,1,0,5,0.125196844,D,0.049999997,0.011811024,0.038188975,-0.027559057,1,NA
1,1592,1592,0,1,0,18,0.591708541,D,0.018216081,0.006281407,0.011934673,0.106783919,0,4
1,682,682,0,0,1,40,0.642228723,R,0.008797654,0.002932551,0.005865103,0.325513184,0,NA
0,NA,0,0,0,1,26,NA,R,NA,NA,NA,NA,0,NA
1,250,250,0,0,1,10,0.439999998,R,0.012,0.012,0,0.032000002,0,NA
1,131,131,0,1,0,20,0.496183217,D,0.045801528,0.030534351,0.015267176,-0.053435117,0,NA
1,3202,3202,1,1,0,33,0.114615887,D,0.022485945,0.010930669,0.011555278,0.024672091,0,NA
0,NA,0,0,1,0,12,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,1,1,0,48,NA,D,NA,NA,NA,NA,0,NA
1,3209,3209,1,1,0,23,0.391399205,D,0.057338737,0.029915862,0.027422873,0.084761605,0,NA
1,3214,3214,1,1,0,46,0.457374036,D,0.042314872,0.019290604,0.023024268,0.03173615,1,NA
1,467,467,1,0,1,46,0.777301967,R,0.047109209,0.034261242,0.012847966,0.115631685,0,NA
0,NA,0,1,1,0,45,NA,D,NA,NA,NA,NA,0,NA
1,237,237,1,1,0,19,0.831223607,D,0.004219409,0,0.004219409,0.248945147,0,NA
1,13,13,1,1,0,30,0.615384638,D,0.07692308,0,0.07692308,-0.076923087,0,NA
1,1703,1703,1,1,0,6,0.463887244,D,0.123311803,0.017615972,0.105695829,0.052260727,NA,NA
1,3230,3230,1,1,0,36,0.580495358,D,0.02755418,0.011764706,0.015789473,0.055417955,NA,NA
1,2,2,1,1,0,40,1,D,0.5,0,0.5,0,NA,NA
1,451,451,1,1,0,31,0.206208408,D,0.079822615,0.028824834,0.050997782,-0.048780486,NA,NA
1,406,406,0,1,0,5,0.608374417,D,0.152709365,0.034482758,0.118226603,-0.012315273,1,NA
1,345,345,1,0,1,10,0.130434781,R,0.118840583,0.005797102,0.11304348,0.347826093,0,NA
1,NA,0,1,0,1,41,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,1,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
1,552,552,0,1,0,17,0.706521749,D,0.03985507,0.032608695,0.007246377,0.150362313,0,NA
1,619,619,0,0,1,25,0.693053305,R,0.017770598,0.01453958,0.003231018,0.148626819,0,7
1,151,151,0,1,0,7,0.642384052,D,0.052980132,0.033112582,0.019867551,0.145695373,0,NA
1,612,612,0,1,0,47,0.307189524,D,0.01633987,0.003267974,0.013071896,0.107843138,NA,NA
1,3191,3191,0,1,0,41,0.038545907,D,0.034785334,0.017549358,0.017235976,0.127859607,1,NA
1,2317,2317,0,0,1,24,0.426413476,R,0.02028485,0.008200259,0.012084592,0.14976263,0,7
0,NA,0,0,0,1,47,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,0,NA
1,326,326,0,0,1,3,0.07055217,R,0.141104296,0.015337423,0.125766873,0.18404907,0,NA
0,NA,0,0,0,1,2,NA,R,NA,NA,NA,NA,0,NA
1,1458,1458,0,1,0,45,0.083676279,D,0.030178327,0.013717421,0.016460905,-0.001371741,0,NA
0,NA,0,0,1,0,7,NA,D,NA,NA,NA,NA,NA,NA
1,3158,3158,0,0,1,9,0.410386324,R,0.025649145,0.018366054,0.007283091,0.415452808,0,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
1,146,146,0,0,1,23,0.383561641,R,0.061643835,0.01369863,0.047945205,0.212328777,0,NA
0,NA,0,0,0,1,30,NA,R,NA,NA,NA,NA,0,NA
1,2198,2198,0,0,1,3,0.494540483,R,0.020473156,0.008189263,0.012283894,0.178798914,0,NA
1,504,504,0,1,0,27,0.242063478,D,0.009920635,0.009920635,0,0.111111112,0,NA
1,1509,1509,0,1,0,36,0.351225972,D,0.078197479,0.045062955,0.033134528,0.01921802,NA,NA
1,1568,1568,0,0,1,23,0.396045923,R,0.036352038,0.016581632,0.019770408,0.132653058,0,NA
1,3183,3183,0,1,0,41,0.302230597,D,0.020420987,0.005340873,0.015080113,0.124096774,NA,NA
1,108,108,0,0,1,13,0.416666687,R,0.037037037,0.009259259,0.027777778,0.379629642,0,NA
1,92,92,0,1,0,36,0.434782594,D,0.097826086,0.065217391,0.032608695,0.021739131,NA,NA
0,NA,0,0,1,0,41,NA,D,NA,NA,NA,NA,NA,NA
1,2490,2490,0,1,0,40,0.510843396,D,0.052610442,0.044176705,0.008433735,0.100803211,0,NA
0,NA,0,0,1,0,24,NA,D,NA,NA,NA,NA,0,7
1,3220,3220,0,1,0,6,-0.219254643,D,0.016459627,0.005900621,0.010559007,0.099378899,NA,NA
1,3232,3232,0,0,1,46,0.663675725,R,0.013613862,0.01144802,0.002165842,0.138304457,0,NA
0,NA,0,0,0,1,45,NA,R,NA,NA,NA,NA,0,NA
1,NA,0,0,0,1,23,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,16,NA,R,NA,NA,NA,NA,0,NA
1,793,793,0,0,1,14,0.418663323,R,0.059268601,0.044136193,0.015132409,0.08196722,0,NA
1,1410,1410,0,0,1,41,0.66099292,R,0.04893617,0.023404256,0.025531914,0.130496442,0,NA
0,NA,0,0,1,0,15,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,40,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,7,NA,D,NA,NA,NA,NA,0,NA
1,1212,1212,0,0,1,25,0.561056137,R,0.04207921,0.024752475,0.017326733,0.169141918,0,3
1,3239,3239,0,1,0,42,0.143254101,D,0.063908614,0.036739733,0.027168879,-0.140784204,NA,NA
0,NA,0,0,1,0,29,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,12,NA,R,NA,NA,NA,NA,0,NA
1,575,575,0,0,1,46,0.643478274,R,0.07478261,0.045217391,0.029565217,0.03826087,NA,NA
1,403,403,0,0,1,46,0.464019895,R,0.029776674,0.019851116,0.009925558,0.104218364,0,NA
0,NA,0,0,0,1,45,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,21,NA,R,NA,NA,NA,NA,NA,NA
1,2536,2536,1,1,0,29,0.302050471,D,0.094242901,0.03115142,0.063091479,0.03824921,0,NA
1,528,528,0,0,1,25,0.825757623,R,0.007575758,0.007575758,0,0.179924235,0,7
1,NA,0,1,1,0,44,NA,D,NA,NA,NA,NA,0,19
1,100,100,0,0,1,29,0.449999988,R,0,0,0,0.230000004,NA,NA
1,38,38,0,1,0,27,0.5,D,0.052631579,0.052631579,0,0.052631587,0,NA
0,NA,0,0,1,0,16,NA,D,NA,NA,NA,NA,1,NA
0,NA,0,0,0,1,4,NA,R,NA,NA,NA,NA,NA,7
1,481,481,0,1,0,30,0.646569669,D,0.043659046,0.004158004,0.039501041,0.103950098,NA,NA
1,3173,3173,0,1,0,27,0.172076911,D,0.020485345,0.009454775,0.011030571,0.070595652,0,NA
1,2,2,0,1,0,18,0.5,D,0,0,0,0,NA,4
0,NA,0,0,1,0,15,NA,D,NA,NA,NA,NA,1,NA
1,165,165,0,0,1,34,0.533333361,R,0.024242423,0.024242423,0,0.157575756,0,NA
1,2298,2298,0,0,1,27,0.563533485,R,0.032201916,0.020887729,0.011314186,0.13011314,NA,NA
0,NA,0,0,0,1,22,NA,R,NA,NA,NA,NA,1,NA
1,2731,2731,0,0,1,17,0.322592497,R,0.024533138,0.006224826,0.018308312,0.320029318,NA,NA
1,49,49,0,0,1,27,0.775510192,R,0.040816326,0,0.040816326,0.10204082,NA,NA
1,257,257,0,1,0,34,0.424124479,D,0.058365755,0.023346303,0.035019454,0.089494161,0,NA
0,NA,0,0,1,0,29,NA,D,NA,NA,NA,NA,NA,NA
1,1743,1743,0,0,1,27,0.651749849,R,0.022375215,0.014343087,0.008032128,0.177280545,NA,NA
1,117,117,0,0,1,29,0.230769247,R,0,0,0,0.316239327,NA,NA
0,NA,0,0,1,0,30,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,1,1,0,14,NA,D,NA,NA,NA,NA,0,NA
1,4,4,0,1,0,16,0.25,D,0,0,0,0.75,0,NA
1,531,531,0,0,1,17,0.651600778,R,0.026365347,0.011299435,0.015065913,0.278719425,0,NA
0,NA,0,0,0,1,10,NA,R,NA,NA,NA,NA,0,NA
1,NA,0,0,0,1,14,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,22,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,1,0,29,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,1,0,1,20,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,10,NA,R,NA,NA,NA,NA,0,NA
1,3196,3196,0,1,0,9,0.342302918,D,0.023153942,0.014705882,0.00844806,0.086045064,1,NA
1,172,172,0,0,1,40,0.604651153,R,0.005813953,0.005813953,0,0.220930234,0,NA
1,NA,0,0,0,1,41,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,10,NA,R,NA,NA,NA,NA,NA,NA
1,1436,1436,0,0,1,10,0.136490256,R,0.016016714,0.009052925,0.006963789,0.140668511,0,NA
0,NA,0,0,1,0,40,NA,D,NA,NA,NA,NA,NA,NA
1,62,62,0,0,1,10,0.725806475,R,0.016129032,0.016129032,0,0.17741935,0,NA
0,NA,0,0,0,1,30,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,16,NA,R,NA,NA,NA,NA,NA,NA
1,661,661,0,1,0,34,0.630862355,D,0.037821483,0.007564296,0.030257186,0.22692889,NA,NA
0,NA,0,0,0,1,18,NA,R,NA,NA,NA,NA,0,12
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,1,0,37,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,48,NA,R,NA,NA,NA,NA,NA,NA
1,5,5,0,0,1,32,0.600000024,R,0,0,0,0,NA,NA
0,NA,0,0,0,1,35,NA,R,NA,NA,NA,NA,0,NA
1,NA,0,0,0,1,16,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,27,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,1,0,26,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,1,0,12,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,0,NA
1,1,1,0,0,1,27,0,R,0,0,0,0,NA,NA
0,NA,0,0,1,0,48,NA,D,NA,NA,NA,NA,0,NA
1,2770,2770,0,0,1,7,0.310830355,R,0.010108303,0.006859206,0.003249097,0.155956686,NA,NA
1,1020,1020,0,0,1,41,0.724509776,R,0.028431373,0.014705882,0.01372549,0.23823531,0,NA
0,NA,0,0,0,1,7,NA,R,NA,NA,NA,NA,0,NA
1,NA,0,0,1,0,25,NA,D,NA,NA,NA,NA,1,5
1,178,178,0,1,0,36,0.634831488,D,0.044943821,0.028089888,0.016853932,0.011235956,NA,NA
1,16,16,0,1,0,44,0.5,D,0.0625,0.0625,0,0.1875,0,3
0,NA,0,0,0,1,25,NA,R,NA,NA,NA,NA,NA,2
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,47,NA,R,NA,NA,NA,NA,NA,NA
1,120,120,0,0,1,32,0.649999976,R,0.016666668,0.008333334,0.008333334,0.166666657,0,NA
0,NA,0,0,1,0,7,NA,D,NA,NA,NA,NA,NA,NA
1,3,3,0,0,1,40,1,R,0.333333343,0,0.333333343,0.333333343,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
1,989,989,0,0,1,43,0.70879674,R,0.01718908,0.009100101,0.008088979,0.174924165,NA,1
1,3106,3106,0,1,0,43,0.701223433,D,0.032195751,0.01674179,0.01545396,0.123309724,0,3
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,1,NA
1,3188,3188,0,0,1,46,0.15652445,R,0.016311167,0.010351317,0.005959849,0.129548296,0,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,0,NA
1,1,1,0,1,0,7,1,D,0,0,0,1,0,NA
1,NA,0,0,1,0,38,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,22,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
1,17,17,0,1,0,2,0.470588267,D,0,0,0,0.470588267,NA,NA
1,1120,1120,0,0,1,42,0.392857134,R,0.043749999,0.029464286,0.014285714,0.083035715,0,NA
1,439,439,0,0,1,45,0.348519385,R,0.045558088,0.004555809,0.041002277,0.400911182,0,NA
1,1,1,0,1,0,8,1,D,0,0,0,1,NA,NA
1,8,8,0,0,1,41,0.875,R,0.125,0,0.125,0,0,NA
0,NA,0,0,1,0,44,NA,D,NA,NA,NA,NA,0,9
0,NA,0,0,1,0,13,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,21,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,25,NA,R,NA,NA,NA,NA,0,24
0,NA,0,0,0,1,10,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,39,NA,R,NA,NA,NA,NA,NA,NA
1,21,21,0,0,1,12,0.714285731,R,0,0,0,0.238095254,0,NA
1,50,50,0,1,0,19,0.819999993,D,0.02,0.02,0,0.119999997,NA,NA
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,NA,NA
1,3200,3200,0,1,0,23,0.128749996,D,0.0175,0.0075,0.01,0.140625,0,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,1,0,1,NA,D,NA,NA,NA,NA,NA,2
0,NA,0,0,1,0,37,NA,D,NA,NA,NA,NA,NA,NA
1,NA,0,0,1,0,45,NA,D,NA,NA,NA,NA,0,NA
1,2240,2240,0,0,1,14,0.245089263,R,0.016517857,0.004464286,0.012053572,0.293750018,1,NA
1,1884,1884,0,0,1,35,0.167197451,R,0.071656048,0.059978768,0.011677282,0.096602976,NA,NA
1,867,867,0,0,1,46,0.565167248,R,0.0461361,0.038062282,0.008073818,0.085351788,0,NA
1,175,175,0,0,1,3,0.514285684,R,0,0,0,0.199999988,0,NA
0,NA,0,0,1,0,21,NA,D,NA,NA,NA,NA,NA,NA
1,392,392,0,0,1,36,0.201530606,R,0.030612245,0.017857144,0.012755102,0.051020406,0,NA
1,999,999,0,1,0,19,0.655655622,D,0.059059061,0.043043043,0.016016016,0.080080077,NA,NA
0,NA,0,0,1,0,29,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
1,NA,0,0,0,1,24,NA,R,NA,NA,NA,NA,0,9
1,179,179,0,0,1,38,0.670391023,R,0.05027933,0.039106146,0.011173184,0.357541889,0,NA
1,3180,3180,0,1,0,13,0.152830184,D,0.04528302,0.033647798,0.01163522,0.052515715,0,NA
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,NA,NA
1,358,358,0,1,0,30,0.28212294,D,0.01396648,0.005586592,0.008379889,0.075419001,NA,NA
0,NA,0,0,0,1,39,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,1,0,8,NA,D,NA,NA,NA,NA,NA,NA
1,90,90,0,1,0,11,0.388888896,D,0.088888891,0.011111111,0.077777781,0.033333339,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
1,3209,3209,0,0,1,46,0.26269865,R,0.094733566,0.041445933,0.053287629,0.083515108,0,NA
1,60,60,0,0,1,43,0.816666663,R,0.016666668,0,0.016666668,0.100000009,NA,18
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,47,NA,R,NA,NA,NA,NA,NA,NA
1,1,1,0,0,1,47,1,R,0,0,0,0,0,NA
0,NA,0,0,1,0,34,NA,D,NA,NA,NA,NA,0,NA
1,700,700,0,0,1,35,0.25000003,R,0.012857143,0.001428571,0.011428571,0.127142847,0,NA
0,NA,0,0,0,1,3,NA,R,NA,NA,NA,NA,0,NA
1,173,173,0,0,1,23,0.791907489,R,0.063583814,0.028901733,0.03468208,0.132947981,0,NA
1,126,126,0,0,1,35,0.698412657,R,0.015873017,0.007936508,0.007936508,0.190476194,0,NA
1,NA,0,0,0,1,21,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,7,NA,R,NA,NA,NA,NA,NA,NA
1,4,4,0,0,1,23,0.75,R,0,0,0,0,NA,NA
0,NA,0,0,0,1,35,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,47,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,40,NA,R,NA,NA,NA,NA,0,NA
1,996,996,0,0,1,41,0.67570281,R,0.02309237,0.014056225,0.009036144,0.170682728,0,NA
1,3226,3226,0,1,0,40,0.417234957,D,0.051146932,0.023558587,0.027588345,0.14445132,0,NA
0,NA,0,0,0,1,25,NA,R,NA,NA,NA,NA,0,26
0,NA,0,0,0,1,22,NA,R,NA,NA,NA,NA,0,NA
1,NA,0,0,1,0,19,NA,D,NA,NA,NA,NA,NA,NA
1,NA,0,0,1,0,34,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,27,NA,R,NA,NA,NA,NA,0,NA
1,1,1,0,1,0,21,-1,D,0,0,0,-1,NA,NA
0,NA,0,0,1,0,19,NA,D,NA,NA,NA,NA,NA,NA
1,NA,0,0,1,0,17,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,41,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,21,NA,D,NA,NA,NA,NA,NA,NA
1,580,580,0,0,1,46,0.693103433,R,0.039655171,0.029310346,0.010344828,0.094827585,0,NA
1,28,28,0,0,1,18,0.464285672,R,0.035714287,0.035714287,0,0.214285716,0,2
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,0,NA
1,821,821,0,0,1,27,0.400730819,R,0.029232644,0.01948843,0.009744215,0.091352008,0,NA
1,2997,2997,0,1,0,33,0.612612605,D,0.046046048,0.018351685,0.027694361,0.098431766,NA,NA
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,0,NA
1,3214,3214,0,0,1,27,0.293715,R,0.017112631,0.01244555,0.004667081,0.131922841,NA,NA
1,249,249,0,0,1,13,0.534136534,R,0.080321282,0.024096385,0.056224901,0.172690764,0,NA
1,130,130,0,1,0,19,0.846153855,D,0.030769231,0.023076924,0.007692308,0.230769247,NA,NA
0,NA,0,0,1,0,8,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,40,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,25,NA,D,NA,NA,NA,NA,1,18
0,NA,0,0,1,0,2,NA,D,NA,NA,NA,NA,NA,NA
1,6,6,0,1,0,3,1,D,0,0,0,0.333333343,NA,NA
0,NA,0,0,0,1,42,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,16,NA,R,NA,NA,NA,NA,NA,NA
1,2784,2784,0,0,1,16,0.140086204,R,0.036278736,0.012571839,0.023706896,0.310704023,0,NA
1,773,773,0,0,1,24,0.602846026,R,0.027166883,0.005174644,0.021992238,0.278137118,0,5
1,2276,2276,0,1,0,47,0.172671348,D,0.013620387,0.007469244,0.006151143,0.092267126,0,NA
0,NA,0,0,0,1,12,NA,R,NA,NA,NA,NA,NA,NA
1,349,349,0,1,0,16,0.369627535,D,0.0487106,0.014326648,0.034383953,0.103151865,0,NA
0,NA,0,0,1,0,40,NA,D,NA,NA,NA,NA,NA,NA
1,261,261,0,0,1,41,0.540229857,R,0.034482758,0.03065134,0.003831418,0.153256714,0,NA
0,NA,0,0,0,1,15,NA,R,NA,NA,NA,NA,NA,NA
1,72,72,0,0,1,41,0.694444418,R,0.041666668,0.027777778,0.013888889,0.013888888,0,NA
0,NA,0,0,0,1,10,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,40,NA,D,NA,NA,NA,NA,1,NA
0,NA,0,0,0,1,18,NA,R,NA,NA,NA,NA,NA,8
1,82,82,0,1,0,2,0.756097555,D,0.048780486,0.048780486,0,0.121951222,0,NA
1,62,62,0,0,1,20,0.725806475,R,0.032258064,0.016129032,0.016129032,0.145161286,0,NA
0,NA,0,0,0,1,3,NA,R,NA,NA,NA,NA,0,NA
1,NA,0,0,1,0,40,NA,D,NA,NA,NA,NA,1,NA
0,NA,0,0,1,0,35,NA,D,NA,NA,NA,NA,0,NA
1,530,530,0,1,0,23,0.53018868,D,0.081132077,0.075471699,0.005660377,0.122641511,0,NA
0,NA,0,0,0,1,6,NA,R,NA,NA,NA,NA,0,NA
1,1307,1307,0,0,1,30,0.625095606,R,0.031369548,0.013771997,0.017597552,0.200459063,NA,NA
0,NA,0,0,1,0,24,NA,D,NA,NA,NA,NA,0,7
1,1071,1071,0,0,1,35,0.306255877,R,0.055088703,0.043884221,0.011204482,0.166199818,0,NA
1,397,397,0,0,1,3,0.488665015,R,0.040302265,0.0302267,0.010075566,0.254408062,NA,NA
0,NA,0,0,0,1,10,NA,R,NA,NA,NA,NA,0,NA
1,2664,2664,0,0,1,27,0.607732773,R,0.031156156,0.021771772,0.009384384,0.14902404,0,NA
0,NA,0,0,1,0,22,NA,D,NA,NA,NA,NA,0,NA
1,14,14,0,0,1,26,0.285714298,R,0.071428575,0,0.071428575,0.428571433,NA,NA
1,3188,3188,0,0,1,23,0.570577204,R,0.031994984,0.01944793,0.012547052,0.133312419,0,NA
0,NA,0,0,0,1,28,NA,R,NA,NA,NA,NA,0,22
0,NA,0,0,0,1,42,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,NA,NA
1,2181,2181,0,1,0,46,0.342961967,D,0.031178359,0.009170106,0.022008253,0.107290238,0,NA
1,544,544,0,0,1,34,0.60661763,R,0.012867647,0.007352941,0.005514706,0.148897067,0,NA
1,187,187,0,1,0,19,0.556149721,D,0.01604278,0.005347594,0.010695187,-0.016042784,0,NA
1,178,178,0,0,1,27,0.662921369,R,0.02247191,0.02247191,0,0.258426964,NA,NA
0,NA,0,0,0,1,21,NA,R,NA,NA,NA,NA,NA,NA
1,514,514,0,1,0,1,0.297665358,D,0.019455252,0.011673152,0.007782101,0.064202338,0,6
0,NA,0,0,1,0,29,NA,D,NA,NA,NA,NA,NA,NA
1,3135,3135,0,0,1,17,0.51961726,R,0.023604466,0.007974481,0.015629984,0.277830929,0,NA
1,NA,0,0,1,0,6,NA,D,NA,NA,NA,NA,0,NA
1,3658,3658,0,1,0,7,0.340896666,D,0.018589392,0.009841443,0.008747949,0.00792782,0,NA
1,2042,2042,0,0,1,41,0.05093047,R,0.021057786,0.007345739,0.013712047,0.273261517,0,NA
1,1371,1371,0,1,0,10,0.428154647,D,0.043034282,0.013129103,0.02990518,0.129832238,NA,NA
0,NA,0,0,1,0,26,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,1,0,19,NA,D,NA,NA,NA,NA,NA,NA
1,323,323,0,0,1,38,0.123838991,R,0.015479876,0.009287925,0.00619195,0.080495358,NA,NA
1,2811,2811,1,1,0,17,-0.087869108,D,0.105300605,0.009960868,0.095339738,0.041977927,NA,NA
1,89,89,0,0,1,47,0.898876429,R,0.056179777,0.056179777,0,0.23595506,NA,NA
1,2310,2310,0,0,1,5,0.471861452,R,0.033333331,0.024675325,0.008658009,0.082251079,0,NA
1,3201,3201,0,1,0,36,0.329272121,D,0.035613872,0.020618556,0.014995314,0.053420812,NA,NA
1,3138,3138,0,0,1,47,0.157743782,R,0.026449967,0.007329509,0.019120459,0.251115382,0,NA
1,2940,2940,0,0,1,29,-0.245238081,R,0.017346939,0.004421769,0.01292517,0.20408164,NA,NA
1,3214,3214,0,0,1,9,0.537025452,R,0.034225263,0.023024268,0.011200995,0.200684503,1,NA
1,38,38,0,0,1,41,0.421052635,R,0.02631579,0,0.02631579,0.210526317,NA,NA
1,1007,1007,0,1,0,5,0.733862996,D,0.123138033,0.100297913,0.02284012,-0.033763655,1,NA
1,518,518,0,0,1,9,0.108108103,R,0.102316603,0.032818533,0.06949807,0.266409278,0,NA
1,12,12,0,1,0,33,0.5,D,0,0,0,0.333333313,1,NA
1,59,59,0,1,0,19,0.627118647,D,0.016949153,0.016949153,0,0.169491529,NA,NA
1,1076,1076,1,1,0,20,0.588289976,D,0.044609666,0.026022306,0.01858736,0.123605967,NA,NA
1,840,840,0,0,0,18,0.48690474,Ind,0.015476191,0.008333334,0.007142857,0.129761904,NA,3
1,825,825,0,1,0,9,0.557575762,D,0.031515151,0.020606061,0.010909091,0.053333327,0,NA
0,NA,0,0,1,0,37,NA,D,NA,NA,NA,NA,NA,NA
1,129,129,0,0,1,22,0.643410861,R,0.007751938,0.007751938,0,0.170542642,NA,NA
1,110,110,0,1,0,18,0.618181825,D,0.009090909,0.009090909,0,0.109090909,NA,5
1,488,488,0,1,0,43,0.444672108,D,0.043032788,0.020491803,0.022540983,0.024590164,1,5
0,NA,0,0,1,0,10,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,30,NA,D,NA,NA,NA,NA,NA,NA
1,1,1,0,0,1,38,1,R,0,0,0,1,NA,NA
0,NA,0,0,1,0,30,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,33,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,20,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,17,NA,R,NA,NA,NA,NA,NA,NA
1,397,397,0,1,0,9,0.695214093,D,0.050377831,0.027707808,0.022670025,0.095717877,0,NA
0,NA,0,0,0,1,33,NA,R,NA,NA,NA,NA,0,NA
1,2762,2762,0,0,1,22,0.077480078,R,0.018102825,0.010499638,0.007603186,0.273352653,0,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
1,108,108,0,1,0,37,0.462962985,D,0.018518519,0,0.018518519,-0.018518515,0,NA
0,NA,0,0,1,0,38,NA,D,NA,NA,NA,NA,NA,NA
1,910,910,0,1,0,30,0.571428597,D,0.075824179,0.014285714,0.061538462,0.036263742,NA,NA
1,3184,3184,0,1,0,33,0.572550237,D,0.040515073,0.028580401,0.011934673,0.030150756,0,NA
0,NA,0,0,1,0,38,NA,D,NA,NA,NA,NA,NA,NA
1,124,124,0,1,0,19,0.830645144,D,0.056451611,0.040322579,0.016129032,0.104838707,NA,NA
1,314,314,0,0,1,19,0.703821659,R,0.028662421,0.019108281,0.00955414,0.264331192,NA,NA
1,54,54,0,1,0,37,0.666666687,D,0,0,0,0.407407403,NA,NA
0,NA,0,0,0,1,8,NA,R,NA,NA,NA,NA,NA,NA
1,5,5,0,1,0,33,-0.400000036,D,0,0,0,0,0,NA
0,NA,0,0,1,0,38,NA,D,NA,NA,NA,NA,NA,NA
1,96,96,0,0,1,43,0.75,R,0,0,0,0.375,NA,0
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,7,NA,D,NA,NA,NA,NA,NA,NA
1,108,108,0,1,0,37,0.462962985,D,0.018518519,0,0.018518519,-0.018518515,NA,3
0,NA,0,0,1,0,11,NA,D,NA,NA,NA,NA,NA,NA
