has_handle,counts,counts_tobit,fem_dum,dem_dum,rep_dum,state_num,sentiment_total,party,womens_issues,education,health_care,ideology_total,BlackorLatino_legislator,years_since_elected
0,NA,0,0,1,0,7,NA,D,NA,NA,NA,NA,1,NA
1,3214,3214,0,0,1,9,0.644679546,R,0.08089608,0.056004979,0.024891101,0.228375852,0,NA
1,18,18,0,0,1,23,0.611111104,R,0.055555556,0.055555556,0,0.222222224,0,NA
1,3171,3171,1,1,0,46,0.050772637,D,0.072532326,0.026805425,0.045726899,0.034374014,0,NA
1,107,107,0,1,0,11,0.710280359,D,0.009345794,0.009345794,0,0.037383176,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,0,NA
1,235,235,0,1,0,1,0.463829815,D,0.076595739,0.051063828,0.025531914,0.004255317,0,10
1,3212,3212,0,1,0,41,0.284869254,D,0.057596512,0.023349937,0.034246575,0.069115818,1,NA
0,NA,0,0,1,0,19,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,20,NA,R,NA,NA,NA,NA,0,NA
1,1,1,1,0,1,24,1,R,0,0,0,0,0,7
1,88,88,0,0,1,10,0.022727281,R,0.079545453,0.045454547,0.03409091,0.170454532,0,NA
1,104,104,0,0,1,20,0.721153855,R,0.01923077,0.009615385,0.009615385,0.278846145,0,NA
1,3190,3190,0,1,0,14,-0.072100312,D,0.036677115,0.030407524,0.006269592,0.011285275,NA,NA
0,NA,0,1,0,1,7,NA,R,NA,NA,NA,NA,NA,NA
1,2776,2776,1,0,1,34,0.396613806,R,0.030979827,0.014409222,0.016570605,0.138328522,0,NA
0,NA,0,1,1,0,21,NA,D,NA,NA,NA,NA,0,NA
1,3224,3224,1,1,0,19,0.674937963,D,0.088709675,0.020781638,0.067928039,0.076612905,NA,NA
0,NA,0,1,1,0,7,NA,D,NA,NA,NA,NA,0,NA
1,821,821,1,1,0,22,0.552984178,D,0.042630937,0.031668697,0.010962241,0.003654078,0,NA
1,67,67,1,1,0,45,0.447761238,D,0.059701491,0.059701491,0,-0.104477614,0,NA
1,NA,0,1,1,0,33,NA,D,NA,NA,NA,NA,NA,NA
1,531,531,1,1,0,46,0.36346516,D,0.016949153,0.011299435,0.005649718,0.060263656,0,NA
1,179,179,1,1,0,31,0.374301672,D,0.033519551,0.027932961,0.005586592,-0.027932957,1,NA
1,80,80,1,0,1,42,0.450000018,R,0.0625,0.037500001,0.025,0.087499991,NA,NA
1,542,542,1,0,1,14,0.693726897,R,0.038745388,0.031365313,0.007380074,0.092250928,NA,NA
0,NA,0,0,1,0,21,NA,D,NA,NA,NA,NA,NA,NA
1,4,4,0,1,0,37,0.75,D,0,0,0,0.25,NA,3
0,NA,0,0,0,1,7,NA,R,NA,NA,NA,NA,0,NA
1,187,187,0,0,1,30,0.475935847,R,0.042780749,0.026737968,0.01604278,0.29411763,NA,NA
1,270,270,0,0,1,43,0.844444394,R,0.025925927,0.011111111,0.014814815,0.237037048,0,3
1,NA,0,0,0,1,33,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,1,0,38,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,29,NA,D,NA,NA,NA,NA,0,NA
1,2665,2665,0,1,0,2,0.289305806,D,0.02814259,0.012757974,0.015384615,0.118198872,NA,NA
1,3180,3180,0,0,1,43,0.459748417,R,0.049056605,0.01855346,0.030503144,0.11666666,0,13
1,1127,1127,0,1,0,25,0.240461379,D,0.029281277,0.013309672,0.015971607,0.033717826,NA,3
1,247,247,0,1,0,19,0.578947306,D,0.016194332,0.008097166,0.008097166,0.170040488,NA,NA
0,NA,0,0,0,1,44,NA,R,NA,NA,NA,NA,NA,2
1,730,730,0,0,1,15,0.45616439,R,0.091780819,0.065753423,0.026027398,0.005479455,NA,NA
1,19,19,0,0,1,15,0.842105269,R,0.052631579,0.052631579,0,0.210526302,NA,NA
1,3158,3158,0,0,1,28,-0.308106363,R,0.017732743,0.00411653,0.013616213,0.171944261,NA,4
1,558,558,0,0,1,43,0.535842299,R,0.041218638,0.012544803,0.028673835,0.07706093,0,9
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,NA,NA
1,NA,0,0,1,0,7,NA,D,NA,NA,NA,NA,1,NA
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,NA,NA
1,442,442,0,0,1,20,0.574660599,R,0.03846154,0.013574661,0.024886878,0.307692319,0,NA
1,1424,1424,0,0,1,43,0.669241548,R,0.032303371,0.021769663,0.010533708,0.235252813,0,7
0,NA,0,0,1,0,7,NA,D,NA,NA,NA,NA,0,NA
1,1,1,1,1,0,29,1,D,0,0,0,1,NA,NA
1,99,99,1,0,1,13,0.656565666,R,0.030303031,0.02020202,0.01010101,0.111111119,0,NA
0,NA,0,1,0,1,13,NA,R,NA,NA,NA,NA,0,NA
1,1962,1962,0,0,1,24,0.670744121,R,0.025993884,0.01783894,0.008154944,0.269622833,NA,5
0,NA,0,0,0,1,28,NA,R,NA,NA,NA,NA,0,14
1,510,510,0,0,1,10,0.733333349,R,0.027450981,0.023529412,0.003921569,0.201960787,0,NA
1,28,28,0,1,0,29,0.214285702,D,0,0,0,0.035714291,0,NA
0,NA,0,0,0,1,48,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,1,0,35,NA,D,NA,NA,NA,NA,0,NA
1,166,166,0,0,1,1,0.34939757,R,0.054216869,0.024096385,0.030120483,0.042168673,NA,2
1,1132,1132,0,0,1,10,0.296819776,R,0.012367492,0.006183746,0.006183746,0.141342759,NA,NA
1,3208,3208,0,0,1,27,0.219451368,R,0.024002494,0.017144639,0.006857855,0.091645882,0,NA
0,NA,0,0,0,1,47,NA,R,NA,NA,NA,NA,NA,NA
1,199,199,0,0,1,35,0.678391993,R,0.040201005,0.030150754,0.010050251,0.206030145,0,NA
0,NA,0,0,0,1,16,NA,R,NA,NA,NA,NA,0,NA
1,83,83,0,0,1,46,0.662650585,R,0.024096385,0.012048192,0.012048192,0.277108431,0,NA
1,548,548,1,1,0,19,0.790145993,D,0.032846715,0.025547445,0.00729927,0.067518249,1,NA
0,NA,0,0,0,1,12,NA,R,NA,NA,NA,NA,NA,NA
1,129,129,1,0,1,46,0.674418569,R,0.069767445,0.023255814,0.046511628,0.10077519,NA,NA
1,1420,1420,1,0,1,41,0.64084506,R,0.033802819,0.015492958,0.01830986,0.222535223,0,NA
1,183,183,1,1,0,11,0.595628381,D,0.054644808,0.027322404,0.027322404,0.060109291,0,NA
1,60,60,1,0,1,47,0.316666663,R,0.050000001,0,0.050000001,0.349999994,0,NA
1,1056,1056,1,1,0,16,0.30492422,D,0.073863633,0.033143938,0.040719695,0.098484844,0,NA
1,1806,1806,1,0,1,15,0.710963428,R,0.068660021,0.03156146,0.03709856,0.10631229,0,NA
1,341,341,1,1,0,16,0.170087963,D,0.079178885,0.049853373,0.029325513,0.064516127,0,NA
1,250,250,1,0,1,23,0.691999972,R,0.02,0.008,0.012,0.416000009,0,NA
1,24,24,1,1,0,45,0.666666687,D,0,0,0,0.083333328,0,NA
1,69,69,1,1,0,12,0.434782594,D,0.101449274,0.072463766,0.028985508,0.043478265,0,NA
1,42,42,1,0,1,15,0.238095239,R,0.047619049,0,0.047619049,0.214285731,0,NA
0,NA,0,1,1,0,19,NA,D,NA,NA,NA,NA,NA,NA
1,NA,0,1,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
1,833,833,0,1,0,20,0.549819946,D,0.057623051,0.013205282,0.044417769,0.15366146,0,NA
1,1221,1221,1,0,1,6,0.553644538,R,0.028665029,0.013923014,0.014742015,0.352170348,NA,NA
1,73,73,0,1,0,23,0.767123282,D,0.05479452,0.01369863,0.04109589,0.205479458,0,NA
0,NA,0,0,0,1,13,NA,R,NA,NA,NA,NA,0,NA
1,1143,1143,0,1,0,3,0.66841644,D,0.042869642,0.021872265,0.020997375,0.139982492,0,NA
1,378,378,0,1,0,35,0.693121672,D,0.044973545,0.031746034,0.013227513,0.100529104,0,NA
1,78,78,0,0,1,16,0.833333313,R,0,0,0,0.307692319,0,NA
1,66,66,0,0,1,10,0.863636374,R,0.045454547,0.030303031,0.015151516,0.212121218,0,NA
0,NA,0,0,0,1,9,NA,R,NA,NA,NA,NA,0,NA
1,52,52,0,0,1,10,0.461538494,R,0,0,0,0.15384616,0,NA
1,153,153,0,0,1,18,0.189542472,R,0.039215688,0.019607844,0.019607844,0.222222239,0,8
0,NA,0,0,0,1,9,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,28,NA,R,NA,NA,NA,NA,NA,1
1,NA,0,0,1,0,24,NA,D,NA,NA,NA,NA,1,9
0,NA,0,0,1,0,44,NA,D,NA,NA,NA,NA,NA,10
0,NA,0,1,1,0,30,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,34,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,33,NA,R,NA,NA,NA,NA,0,NA
1,27,27,0,0,1,3,0.592592597,R,0,0,0,0.259259254,0,NA
1,NA,0,1,0,1,24,NA,R,NA,NA,NA,NA,0,5
0,NA,0,0,1,0,9,NA,D,NA,NA,NA,NA,NA,NA
1,3117,3117,0,1,0,29,0.103304476,D,0.038498558,0.011870388,0.026628168,0.075713843,NA,NA
0,NA,0,0,1,0,15,NA,D,NA,NA,NA,NA,0,NA
1,775,775,0,1,0,33,0.433548391,D,0.025806453,0.014193549,0.011612903,0.036129028,1,NA
1,NA,0,0,0,1,27,NA,R,NA,NA,NA,NA,0,NA
1,33,33,0,0,1,46,0.939393997,R,0.030303031,0.030303031,0,0.090909094,0,NA
1,315,315,0,0,1,24,0.501587331,R,0.01904762,0.006349206,0.012698413,0.225396842,0,3
1,NA,0,0,0,1,41,NA,R,NA,NA,NA,NA,NA,NA
1,1184,1184,0,0,1,6,0.384290576,R,0.027027026,0.006756757,0.020270269,0.179898635,0,NA
1,728,728,1,0,1,9,0.781593382,R,0.048076924,0.026098901,0.021978023,0.241758242,0,NA
1,385,385,1,1,0,19,0.571428597,D,0.049350649,0.031168832,0.018181818,0.062337667,NA,NA
1,3,3,1,1,0,21,0,D,0,0,0,0.333333343,NA,NA
1,310,310,1,0,1,1,0.445161283,R,0.016129032,0.009677419,0.006451613,0.112903222,0,2
1,245,245,0,1,0,35,0.334693909,D,0.040816326,0.024489796,0.01632653,0.04897958,0,NA
1,1277,1277,1,1,0,23,0.646045446,D,0.043069694,0.026624901,0.016444793,0.059514485,0,NA
1,695,695,1,0,1,2,0.60143888,R,0.023021583,0.01438849,0.008633094,0.182733804,NA,NA
1,NA,0,1,1,0,29,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,1,0,1,44,NA,R,NA,NA,NA,NA,0,7
1,3226,3226,1,1,0,24,0.342529416,D,0.110043399,0.013639182,0.096404217,0.011779293,0,3
1,567,567,0,0,1,9,0.462081134,R,0.008818342,0.008818342,0,0.236331567,0,NA
0,NA,0,0,0,1,2,NA,R,NA,NA,NA,NA,0,NA
1,970,970,0,1,0,28,0.510309279,D,0.018556701,0.01443299,0.004123711,0.13298969,0,10
1,1031,1031,0,0,1,44,0.44616878,R,0.035887487,0.016488846,0.019398643,0.164888471,0,5
1,253,253,1,1,0,19,0.802371562,D,0.015810277,0.011857707,0.003952569,0.1146245,0,NA
1,711,711,0,0,1,42,0.312236279,R,0.022503516,0.007032349,0.015471167,0.199718714,0,NA
1,3176,3176,0,1,0,46,0.202770784,D,0.068324938,0.04534005,0.022984887,-0.022984877,0,NA
1,2356,2356,0,1,0,20,0.557724953,D,0.021646859,0.012733446,0.008913413,0.129881144,0,NA
1,887,887,0,1,0,35,-0.110484779,D,0.029312287,0.020293122,0.009019165,0.129650503,0,NA
1,3110,3110,0,0,1,25,0.424437284,R,0.04244373,0.018006431,0.024437299,0.183279738,0,3
1,2052,2052,0,1,0,24,-0.089181304,D,0.019980507,0.014132554,0.005847953,0.028265119,NA,7
1,1852,1852,1,0,1,40,0.609071255,R,0.022138229,0.014038877,0.008099352,0.082073435,0,NA
1,724,724,0,1,0,30,0.678176761,D,0.038674034,0.019337017,0.019337017,0.015193373,NA,NA
1,156,156,0,0,1,7,0.371794879,R,0.01923077,0.006410256,0.012820513,0.115384623,0,NA
1,3205,3205,0,1,0,40,0.494851828,D,0.054290172,0.025897035,0.028393136,0.200936034,0,NA
1,622,622,0,1,0,2,0.307073951,D,0.053054664,0.041800644,0.011254019,0.136655957,0,NA
1,48,48,0,0,1,38,0.875,R,0,0,0,0.208333328,NA,NA
1,472,472,0,0,1,41,0.646186411,R,0.031779662,0.019067796,0.012711864,0.27966103,0,NA
1,3210,3210,0,0,1,42,0.324922085,R,0.036448598,0.026168223,0.010280374,0.063551404,0,NA
0,NA,0,0,0,1,28,NA,R,NA,NA,NA,NA,0,16
1,3185,3185,0,1,0,21,-0.004395604,D,0.004395605,0.003139718,0.001255887,0.077551015,NA,NA
1,2043,2043,0,0,1,27,0.353891313,R,0.061674006,0.044542339,0.017131669,0.029368572,NA,NA
0,NA,0,0,0,1,28,NA,R,NA,NA,NA,NA,0,2
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
1,88,88,0,0,1,24,0.852272749,R,0.03409091,0.022727273,0.011363637,0.159090906,0,9
1,8,8,0,0,1,34,1,R,0,0,0,0.375,0,NA
1,417,417,0,0,1,36,0.549160659,R,0.035971224,0.033573143,0.002398082,0.153477222,NA,NA
0,NA,0,0,0,1,39,NA,R,NA,NA,NA,NA,0,NA
1,1345,1345,0,1,0,20,0.583643138,D,0.034944236,0.02527881,0.009665428,0.027509294,NA,NA
1,5,5,0,1,0,25,0.600000024,D,0,0,0,0,1,15
1,6,6,1,0,1,36,1,R,0,0,0,0.166666672,0,NA
0,NA,0,1,1,0,7,NA,D,NA,NA,NA,NA,0,NA
1,3173,3173,1,1,0,5,0.555625618,D,0.030885596,0.022691458,0.008194138,-0.008824453,1,NA
1,2382,2382,1,1,0,33,0.620067179,D,0.034424853,0.022670025,0.011754828,0.071788415,NA,NA
1,3127,3127,1,1,0,24,0.393668085,D,0.055644386,0.01982731,0.035817076,0.097217783,0,3
0,NA,0,0,1,0,44,NA,D,NA,NA,NA,NA,NA,3
0,NA,0,0,1,0,20,NA,D,NA,NA,NA,NA,1,NA
0,NA,0,0,1,0,12,NA,D,NA,NA,NA,NA,NA,NA
1,54,54,0,0,1,15,0.592592597,R,0.037037037,0.018518519,0.018518519,0.259259254,0,NA
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,22,NA,R,NA,NA,NA,NA,0,NA
1,85,85,0,0,1,42,0.576470613,R,0,0,0,0.05882353,NA,NA
1,74,74,0,0,1,40,0.540540516,R,0.013513514,0.013513514,0,0.175675675,0,NA
1,107,107,0,0,1,40,0.766355097,R,0.037383176,0.037383176,0,0.252336442,NA,NA
1,NA,0,0,1,0,44,NA,D,NA,NA,NA,NA,NA,7
1,23,23,0,1,0,36,0.652173936,D,0.130434781,0.086956523,0.043478262,0,NA,NA
1,473,473,0,0,1,24,0.556025386,R,0.029598309,0.01268499,0.016913319,0.26638478,NA,3
1,2235,2235,1,1,0,35,0.582550287,D,0.04116331,0.028187919,0.012975392,0.088143177,0,NA
1,2784,2784,1,0,1,9,0.538074732,R,0.036637932,0.019037357,0.017600575,0.166666672,0,NA
0,NA,0,1,1,0,9,NA,D,NA,NA,NA,NA,1,NA
1,1145,1145,1,1,0,27,0.418340594,D,0.046288207,0.035807859,0.010480349,0.077729255,0,NA
0,NA,0,1,1,0,44,NA,D,NA,NA,NA,NA,0,13
0,NA,0,1,0,1,28,NA,R,NA,NA,NA,NA,NA,4
1,7,7,1,1,0,14,0.142857149,D,0.142857149,0.142857149,0,0,1,NA
1,NA,0,1,0,1,11,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,1,0,0,44,NA,Prog,NA,NA,NA,NA,NA,3
1,NA,0,0,0,1,17,NA,R,NA,NA,NA,NA,NA,NA
1,14,14,0,1,0,25,0.357142866,D,0,0,0,0.071428567,0,35
0,NA,0,1,1,0,31,NA,D,NA,NA,NA,NA,NA,NA
1,822,822,0,1,0,24,0.663017035,D,0.013381995,0.00729927,0.006082725,0.200729907,0,4
1,1664,1664,0,0,1,41,0.498798072,R,0.0234375,0.009014423,0.014423077,0.155649036,0,NA
1,NA,0,1,1,0,6,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,22,NA,R,NA,NA,NA,NA,NA,NA
1,741,741,1,1,0,9,0.452091753,D,0.053981107,0.01754386,0.036437247,0.022941977,1,NA
1,206,206,0,0,1,40,0.41747576,R,0.019417476,0.019417476,0,0.06310679,0,NA
1,3,3,0,0,1,15,0.666666687,R,0,0,0,0,0,NA
0,NA,0,0,1,0,21,NA,D,NA,NA,NA,NA,NA,NA
1,NA,0,0,0,1,35,NA,R,NA,NA,NA,NA,NA,NA
1,1498,1498,0,0,1,46,0.592122853,R,0.039385848,0.032042723,0.007343124,0.144859821,0,NA
1,NA,0,0,0,1,23,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,26,NA,R,NA,NA,NA,NA,NA,NA
1,683,683,0,0,1,10,0.705710113,R,0.014641289,0.011713031,0.002928258,0.163982436,0,NA
0,NA,0,0,1,0,29,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,39,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,26,NA,R,NA,NA,NA,NA,NA,NA
1,959,959,0,0,1,14,0.655891597,R,0.043795623,0.027111575,0.016684046,0.110531799,0,NA
1,1281,1281,0,1,0,19,0.760343492,D,0.036690086,0.024980484,0.011709602,0.112412184,0,NA
1,NA,0,0,1,0,19,NA,D,NA,NA,NA,NA,NA,NA
1,123,123,0,1,0,36,0.739837348,D,0.016260162,0.008130081,0.008130081,0.097560972,NA,NA
1,604,604,0,0,1,3,0.541390777,R,0.046357617,0.034768213,0.011589404,0.165562898,NA,NA
0,NA,0,0,0,1,39,NA,R,NA,NA,NA,NA,0,NA
1,76,76,0,0,1,25,0.578947365,R,0.013157895,0.013157895,0,0.276315778,0,3
0,NA,0,0,0,1,23,NA,R,NA,NA,NA,NA,0,NA
1,2548,2548,0,1,0,15,0.668759823,D,0.014521193,0.010204081,0.004317111,0.142072216,0,NA
0,NA,0,0,1,0,7,NA,D,NA,NA,NA,NA,NA,NA
1,2343,2343,0,1,0,36,0.276995301,D,0.145113111,0.017925736,0.127187371,-0.057618439,0,NA
0,NA,0,0,0,1,48,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,10,NA,R,NA,NA,NA,NA,0,NA
1,1616,1616,0,0,1,45,0.415841579,R,0.017945545,0.011138614,0.006806931,0.106435642,0,NA
1,3187,3187,0,0,1,38,0.163476616,R,0.017885158,0.005961719,0.011923439,0.245999366,NA,NA
1,142,142,0,0,1,24,0.838028133,R,0.007042253,0.007042253,0,0.204225361,0,3
1,2884,2884,0,0,1,40,-0.257281542,R,0.012135922,0.003467406,0.008668516,0.295423031,0,NA
1,917,917,0,0,1,41,0.711014152,R,0.022900762,0.0174482,0.005452563,0.165757909,0,NA
1,48,48,0,0,1,29,0.708333373,R,0.020833334,0.020833334,0,0.3125,0,NA
1,44,44,0,0,1,17,0.613636374,R,0.022727273,0.022727273,0,0.295454532,0,NA
1,1070,1070,0,0,1,35,0.204672903,R,0.026168223,0.018691588,0.007476636,0.20654206,NA,NA
0,NA,0,0,0,1,48,NA,R,NA,NA,NA,NA,0,NA
1,581,581,0,0,1,46,0.600688457,R,0.03786575,0.025817556,0.012048192,0.149741828,NA,NA
0,NA,0,0,0,1,45,NA,R,NA,NA,NA,NA,0,NA
1,34,34,0,0,1,48,0.441176474,R,0.029411765,0,0.029411765,0.264705896,0,NA
1,462,462,0,0,1,22,0.61038959,R,0.012987013,0.006493506,0.006493506,0.075757578,0,NA
0,NA,0,0,0,1,15,NA,R,NA,NA,NA,NA,NA,NA
1,2618,2618,0,0,1,42,0.152406424,R,0.024446141,0.011459129,0.012987013,0.064171128,NA,NA
1,3202,3202,0,1,0,36,0.666458488,D,0.090568393,0.025608994,0.064959399,0.060899436,NA,NA
1,187,187,0,1,0,20,0.502673805,D,0.101604283,0.010695187,0.090909094,0.085561506,NA,NA
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,0,NA
1,217,217,0,0,1,6,0.345622092,R,0.055299539,0,0.055299539,0.290322572,0,NA
1,31,31,0,0,0,1,0.45161292,Ind,0.096774191,0.096774191,0,0.064516127,0,4
1,NA,0,0,1,0,33,NA,D,NA,NA,NA,NA,0,NA
1,209,209,0,1,0,34,0.311004817,D,0.095693775,0.019138755,0.076555021,0.014354065,1,NA
1,NA,0,0,0,1,28,NA,R,NA,NA,NA,NA,0,18
1,NA,0,0,0,1,1,NA,R,NA,NA,NA,NA,0,8
1,134,134,0,0,1,24,0.49253732,R,0.02238806,0.014925373,0.007462686,0.335820884,0,5
1,100,100,0,0,1,24,0.420000017,R,0.059999999,0.059999999,0,0.120000005,0,3
1,2190,2190,0,0,1,33,0.689041078,R,0.028310502,0.019634703,0.008675799,0.12328767,0,NA
1,1478,1478,0,0,1,3,0.435047328,R,0.089309879,0.03179973,0.057510149,0.173883647,1,NA
1,198,198,0,0,1,6,0.439393938,R,0.02020202,0.015151516,0.005050505,0.292929292,0,NA
0,NA,0,0,0,1,36,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,2,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,48,NA,R,NA,NA,NA,NA,0,NA
1,7,7,0,0,1,27,0.714285731,R,0,0,0,0.428571433,0,NA
1,778,778,0,0,1,25,0.295629799,R,0.052699231,0.041131105,0.011568123,0.150385588,0,3
1,1413,1413,0,0,1,41,0.338995039,R,0.03255485,0.014154281,0.018400567,0.303609341,NA,NA
0,NA,0,0,1,0,47,NA,D,NA,NA,NA,NA,NA,NA
1,NA,0,0,1,0,20,NA,D,NA,NA,NA,NA,0,NA
1,3104,3104,0,1,0,46,0.235502601,D,0.039304122,0.019974226,0.019329896,0.07603094,0,NA
1,2622,2622,0,0,1,9,0.668955028,R,0.03966438,0.02631579,0.013348589,0.230358511,0,NA
1,1714,1714,1,1,0,6,0.485997647,D,0.04142357,0.013418904,0.028004667,0.103267208,0,NA
1,3238,3238,1,1,0,43,0.494749844,D,0.025324274,0.011117974,0.0142063,0.071340337,NA,1
1,542,542,0,1,0,30,0.739852369,D,0.047970481,0.016605167,0.031365313,0.103321038,NA,NA
0,NA,0,0,1,0,44,NA,D,NA,NA,NA,NA,0,7
1,233,233,0,0,1,9,0.725321889,R,0.047210298,0.030042918,0.017167382,0.137339056,NA,NA
1,600,600,0,1,0,19,0.776666641,D,0.038333334,0.029999999,0.008333334,0.083333328,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,29,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,17,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,16,NA,R,NA,NA,NA,NA,0,NA
1,3216,3216,0,1,0,4,0.295087069,D,0.028606966,0.015547263,0.013059702,0.097014934,NA,3
0,NA,0,0,1,0,11,NA,D,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,12,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,29,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,14,NA,D,NA,NA,NA,NA,0,NA
1,786,786,0,1,0,19,0.669211149,D,0.026717559,0.021628499,0.005089059,0.20992367,0,NA
0,NA,0,0,0,1,28,NA,R,NA,NA,NA,NA,0,2
1,706,706,0,1,0,19,0.67422092,D,0.028328612,0.018413598,0.009915014,0.103399433,NA,NA
1,147,147,0,0,1,39,0.62585032,R,0.034013607,0.027210884,0.006802721,0.285714298,NA,NA
1,7,7,0,1,0,37,0.571428597,D,0.142857149,0.142857149,0,0.285714298,NA,3
0,NA,0,0,1,0,44,NA,D,NA,NA,NA,NA,0,3
1,NA,0,0,1,0,33,NA,D,NA,NA,NA,NA,0,NA
1,195,195,0,0,1,9,0.70256412,R,0.005128205,0.005128205,0,0.266666681,NA,NA
1,1039,1039,0,1,0,46,0.233878762,D,0.127045229,0.032723773,0.09432146,0.07122232,0,NA
1,972,972,0,1,0,33,0.623456776,D,0.033950616,0.022633744,0.011316872,0.08539094,NA,NA
0,NA,0,0,1,0,7,NA,D,NA,NA,NA,NA,1,NA
0,NA,0,0,0,1,8,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,29,NA,D,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,1,14,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,14,NA,D,NA,NA,NA,NA,0,NA
1,7,7,0,0,1,43,0.428571463,R,0,0,0,0.285714298,NA,17
1,2168,2168,0,0,1,26,0.15175274,R,0.01891144,0.007841328,0.011070111,0.130996302,NA,NA
1,210,210,1,0,1,22,0.890476167,R,0.03809524,0.028571429,0.00952381,0.071428575,1,NA
1,788,788,1,1,0,32,0.805837572,D,0.030456852,0.020304568,0.010152284,0.138324887,0,NA
1,2567,2567,1,1,0,19,0.391507626,D,0.040124658,0.025710946,0.014413713,0.122321777,NA,NA
1,133,133,1,0,1,36,0.714285731,R,0.045112781,0.037593983,0.007518797,0.090225562,NA,NA
1,172,172,0,0,1,17,0.732558131,R,0.063953489,0.017441861,0.046511628,0.220930234,NA,NA
0,NA,0,0,0,1,48,NA,R,NA,NA,NA,NA,0,NA
1,2654,2654,0,0,1,2,0.174453676,R,0.033157498,0.023360964,0.009796534,0.219668418,0,NA
1,770,770,0,0,1,47,0.477922082,R,0.016883116,0.014285714,0.002597403,0.375324667,0,NA
0,NA,0,0,0,1,47,NA,R,NA,NA,NA,NA,0,NA
0,NA,0,0,0,1,3,NA,R,NA,NA,NA,NA,0,NA
1,779,779,0,0,1,5,0.541720152,R,0.035943516,0.025673941,0.010269577,0.042362005,1,NA
1,3221,3221,1,1,0,10,0.263582706,D,0.019248681,0.00714064,0.012108041,0.073890097,1,NA
1,2,2,0,0,1,4,0,R,0,0,0,0,0,6
1,3206,3206,0,0,1,23,0.558640003,R,0.03399875,0.019650655,0.014348097,0.1235184,0,NA
1,9,9,1,0,1,10,0.888888896,R,0,0,0,0.444444448,0,NA
1,54,54,0,1,0,10,0.685185194,D,0.055555556,0.055555556,0,0.129629627,0,NA
0,NA,0,0,0,1,34,NA,R,NA,NA,NA,NA,NA,NA
0,NA,0,0,1,0,27,NA,D,NA,NA,NA,NA,NA,NA
1,620,620,0,1,0,40,0.420967758,D,0.027419355,0.014516129,0.012903226,0.170967728,0,NA
1,3183,3183,0,1,0,22,0.420043945,D,0.033616085,0.019792648,0.013823437,0.07571473,0,NA
1,1236,1236,0,1,0,2,0.274271846,D,0.04935275,0.014563107,0.034789644,0.012944989,NA,NA
1,291,291,0,1,0,20,0.618556678,D,0.065292098,0.041237112,0.024054984,0.061855666,1,NA
1,4,4,0,1,0,17,0.75,D,0,0,0,0.5,NA,NA
0,NA,0,0,0,1,47,NA,R,NA,NA,NA,NA,0,NA
1,1155,1155,0,0,1,36,0.374025971,R,0.016450217,0.005194805,0.011255411,0.197402596,NA,NA
1,278,278,1,1,0,43,0.787769794,D,0.075539574,0.039568346,0.035971224,0.079136699,NA,7
0,NA,0,0,0,1,16,NA,R,NA,NA,NA,NA,0,NA
1,292,292,0,0,1,23,0.619862974,R,0.078767121,0.017123288,0.061643835,0.147260278,0,NA
1,NA,0,0,0,1,10,NA,R,NA,NA,NA,NA,0,NA
